concept,component,selection_count
bas,bos_attention_proportion_per_head_layer_27_head_30,24
bas,bos_attention_proportion_per_head_layer_2_head_10,24
bas,bos_attention_proportion_per_head_layer_2_head_4,24
bas,bos_attention_proportion_per_head_layer_3_head_20,24
bas,bos_attention_proportion_per_head_layer_4_head_18,24
bas,bos_attention_proportion_per_head_layer_4_head_26,24
bas,bos_attention_proportion_per_head_layer_8_head_0,24
bas,bos_attention_proportion_per_head_layer_8_head_23,24
bas,bos_attention_proportion_per_head_layer_9_head_12,24
bas,bos_attention_proportion_per_head_layer_13_head_25,21
bas,bos_attention_proportion_per_head_layer_15_head_29,21
bas,bos_attention_proportion_per_head_layer_19_head_14,21
bas,bos_attention_proportion_per_head_layer_21_head_24,21
bas,bos_attention_proportion_per_head_layer_21_head_6,21
bas,bos_attention_proportion_per_head_layer_24_head_29,21
bas,bos_attention_proportion_per_head_layer_28_head_13,21
bas,bos_attention_proportion_per_head_layer_8_head_24,21
bas,bos_attention_proportion_per_head_layer_8_head_6,21
bas,bos_attention_proportion_per_head_layer_0_head_1,18
bas,bos_attention_proportion_per_head_layer_10_head_13,18
bas,bos_attention_proportion_per_head_layer_10_head_25,18
bas,bos_attention_proportion_per_head_layer_13_head_0,18
bas,bos_attention_proportion_per_head_layer_15_head_4,18
bas,bos_attention_proportion_per_head_layer_18_head_21,18
bas,bos_attention_proportion_per_head_layer_18_head_7,18
bas,bos_attention_proportion_per_head_layer_19_head_10,18
bas,bos_attention_proportion_per_head_layer_1_head_13,18
bas,bos_attention_proportion_per_head_layer_1_head_23,18
bas,bos_attention_proportion_per_head_layer_1_head_24,18
bas,bos_attention_proportion_per_head_layer_22_head_2,18
bas,bos_attention_proportion_per_head_layer_22_head_5,18
bas,bos_attention_proportion_per_head_layer_24_head_4,18
bas,bos_attention_proportion_per_head_layer_25_head_12,18
bas,bos_attention_proportion_per_head_layer_27_head_17,18
bas,bos_attention_proportion_per_head_layer_27_head_28,18
bas,bos_attention_proportion_per_head_layer_28_head_30,18
bas,bos_attention_proportion_per_head_layer_29_head_14,18
bas,bos_attention_proportion_per_head_layer_30_head_15,18
bas,bos_attention_proportion_per_head_layer_30_head_21,18
bas,bos_attention_proportion_per_head_layer_4_head_6,18
bas,bos_attention_proportion_per_head_layer_5_head_25,18
bas,bos_attention_proportion_per_head_layer_5_head_8,18
bas,bos_attention_proportion_per_head_layer_7_head_11,18
bas,bos_attention_proportion_per_head_layer_7_head_14,18
bas,bos_attention_proportion_per_head_layer_12_head_13,15
bas,bos_attention_proportion_per_head_layer_13_head_15,15
bas,bos_attention_proportion_per_head_layer_13_head_29,15
bas,bos_attention_proportion_per_head_layer_13_head_31,15
bas,bos_attention_proportion_per_head_layer_14_head_16,15
bas,bos_attention_proportion_per_head_layer_16_head_23,15
bas,bos_attention_proportion_per_head_layer_18_head_18,15
bas,bos_attention_proportion_per_head_layer_18_head_8,15
bas,bos_attention_proportion_per_head_layer_19_head_24,15
bas,bos_attention_proportion_per_head_layer_19_head_28,15
bas,bos_attention_proportion_per_head_layer_19_head_7,15
bas,bos_attention_proportion_per_head_layer_1_head_1,15
bas,bos_attention_proportion_per_head_layer_1_head_30,15
bas,bos_attention_proportion_per_head_layer_1_head_6,15
bas,bos_attention_proportion_per_head_layer_20_head_26,15
bas,bos_attention_proportion_per_head_layer_22_head_30,15
bas,bos_attention_proportion_per_head_layer_26_head_30,15
bas,bos_attention_proportion_per_head_layer_28_head_3,15
bas,bos_attention_proportion_per_head_layer_30_head_23,15
bas,bos_attention_proportion_per_head_layer_31_head_31,15
bas,bos_attention_proportion_per_head_layer_3_head_15,15
bas,bos_attention_proportion_per_head_layer_3_head_26,15
bas,bos_attention_proportion_per_head_layer_6_head_1,15
bas,bos_attention_proportion_per_head_layer_7_head_20,15
bas,bos_attention_proportion_per_head_layer_8_head_22,15
bas,bos_attention_proportion_per_head_layer_8_head_8,15
bas,bos_attention_proportion_per_head_layer_9_head_13,15
bas,bos_attention_proportion_per_head_layer_10_head_24,12
bas,bos_attention_proportion_per_head_layer_13_head_28,12
bas,bos_attention_proportion_per_head_layer_14_head_22,12
bas,bos_attention_proportion_per_head_layer_15_head_11,12
bas,bos_attention_proportion_per_head_layer_15_head_16,12
bas,bos_attention_proportion_per_head_layer_19_head_20,12
bas,bos_attention_proportion_per_head_layer_1_head_18,12
bas,bos_attention_proportion_per_head_layer_1_head_3,12
bas,bos_attention_proportion_per_head_layer_20_head_19,12
bas,bos_attention_proportion_per_head_layer_20_head_9,12
bas,bos_attention_proportion_per_head_layer_22_head_31,12
bas,bos_attention_proportion_per_head_layer_23_head_9,12
bas,bos_attention_proportion_per_head_layer_24_head_21,12
bas,bos_attention_proportion_per_head_layer_25_head_3,12
bas,bos_attention_proportion_per_head_layer_25_head_30,12
bas,bos_attention_proportion_per_head_layer_26_head_24,12
bas,bos_attention_proportion_per_head_layer_27_head_10,12
bas,bos_attention_proportion_per_head_layer_27_head_18,12
bas,bos_attention_proportion_per_head_layer_27_head_23,12
bas,bos_attention_proportion_per_head_layer_28_head_21,12
bas,bos_attention_proportion_per_head_layer_29_head_13,12
bas,bos_attention_proportion_per_head_layer_31_head_16,12
bas,bos_attention_proportion_per_head_layer_31_head_19,12
bas,bos_attention_proportion_per_head_layer_6_head_9,12
bas,bos_attention_proportion_per_head_layer_8_head_1,12
bas,bos_attention_proportion_per_head_layer_9_head_22,12
bas,bos_attention_proportion_per_head_layer_0_head_27,9
bas,bos_attention_proportion_per_head_layer_11_head_19,9
bas,bos_attention_proportion_per_head_layer_13_head_16,9
bas,bos_attention_proportion_per_head_layer_13_head_4,9
bas,bos_attention_proportion_per_head_layer_15_head_1,9
bas,bos_attention_proportion_per_head_layer_15_head_8,9
bas,bos_attention_proportion_per_head_layer_16_head_30,9
bas,bos_attention_proportion_per_head_layer_18_head_16,9
bas,bos_attention_proportion_per_head_layer_18_head_5,9
bas,bos_attention_proportion_per_head_layer_19_head_23,9
bas,bos_attention_proportion_per_head_layer_1_head_2,9
bas,bos_attention_proportion_per_head_layer_1_head_20,9
bas,bos_attention_proportion_per_head_layer_21_head_13,9
bas,bos_attention_proportion_per_head_layer_21_head_16,9
bas,bos_attention_proportion_per_head_layer_21_head_2,9
bas,bos_attention_proportion_per_head_layer_22_head_1,9
bas,bos_attention_proportion_per_head_layer_22_head_17,9
bas,bos_attention_proportion_per_head_layer_22_head_28,9
bas,bos_attention_proportion_per_head_layer_24_head_18,9
bas,bos_attention_proportion_per_head_layer_24_head_3,9
bas,bos_attention_proportion_per_head_layer_25_head_2,9
bas,bos_attention_proportion_per_head_layer_25_head_20,9
bas,bos_attention_proportion_per_head_layer_25_head_27,9
bas,bos_attention_proportion_per_head_layer_26_head_19,9
bas,bos_attention_proportion_per_head_layer_29_head_7,9
bas,bos_attention_proportion_per_head_layer_30_head_18,9
bas,bos_attention_proportion_per_head_layer_31_head_30,9
bas,bos_attention_proportion_per_head_layer_31_head_9,9
bas,bos_attention_proportion_per_head_layer_3_head_19,9
bas,bos_attention_proportion_per_head_layer_4_head_22,9
bas,bos_attention_proportion_per_head_layer_4_head_30,9
bas,bos_attention_proportion_per_head_layer_5_head_23,9
bas,bos_attention_proportion_per_head_layer_7_head_7,9
bas,bos_attention_proportion_per_head_layer_8_head_28,9
bas,bos_attention_proportion_per_head_layer_9_head_15,9
bas,bos_attention_proportion_per_head_layer_9_head_23,9
bas,bos_attention_proportion_per_head_layer_9_head_8,9
bas,bos_attention_proportion_per_head_layer_10_head_18,6
bas,bos_attention_proportion_per_head_layer_11_head_24,6
bas,bos_attention_proportion_per_head_layer_11_head_7,6
bas,bos_attention_proportion_per_head_layer_12_head_11,6
bas,bos_attention_proportion_per_head_layer_12_head_18,6
bas,bos_attention_proportion_per_head_layer_12_head_7,6
bas,bos_attention_proportion_per_head_layer_12_head_8,6
bas,bos_attention_proportion_per_head_layer_13_head_14,6
bas,bos_attention_proportion_per_head_layer_14_head_25,6
bas,bos_attention_proportion_per_head_layer_15_head_15,6
bas,bos_attention_proportion_per_head_layer_15_head_17,6
bas,bos_attention_proportion_per_head_layer_15_head_2,6
bas,bos_attention_proportion_per_head_layer_15_head_28,6
bas,bos_attention_proportion_per_head_layer_15_head_9,6
bas,bos_attention_proportion_per_head_layer_16_head_22,6
bas,bos_attention_proportion_per_head_layer_16_head_9,6
bas,bos_attention_proportion_per_head_layer_17_head_2,6
bas,bos_attention_proportion_per_head_layer_18_head_0,6
bas,bos_attention_proportion_per_head_layer_18_head_15,6
bas,bos_attention_proportion_per_head_layer_18_head_9,6
bas,bos_attention_proportion_per_head_layer_1_head_11,6
bas,bos_attention_proportion_per_head_layer_1_head_9,6
bas,bos_attention_proportion_per_head_layer_20_head_10,6
bas,bos_attention_proportion_per_head_layer_20_head_22,6
bas,bos_attention_proportion_per_head_layer_20_head_27,6
bas,bos_attention_proportion_per_head_layer_20_head_4,6
bas,bos_attention_proportion_per_head_layer_21_head_26,6
bas,bos_attention_proportion_per_head_layer_21_head_4,6
bas,bos_attention_proportion_per_head_layer_23_head_25,6
bas,bos_attention_proportion_per_head_layer_23_head_7,6
bas,bos_attention_proportion_per_head_layer_24_head_24,6
bas,bos_attention_proportion_per_head_layer_25_head_29,6
bas,bos_attention_proportion_per_head_layer_25_head_7,6
bas,bos_attention_proportion_per_head_layer_26_head_13,6
bas,bos_attention_proportion_per_head_layer_26_head_26,6
bas,bos_attention_proportion_per_head_layer_26_head_29,6
bas,bos_attention_proportion_per_head_layer_27_head_6,6
bas,bos_attention_proportion_per_head_layer_2_head_0,6
bas,bos_attention_proportion_per_head_layer_2_head_11,6
bas,bos_attention_proportion_per_head_layer_2_head_8,6
bas,bos_attention_proportion_per_head_layer_30_head_22,6
bas,bos_attention_proportion_per_head_layer_30_head_4,6
bas,bos_attention_proportion_per_head_layer_31_head_10,6
bas,bos_attention_proportion_per_head_layer_31_head_12,6
bas,bos_attention_proportion_per_head_layer_31_head_28,6
bas,bos_attention_proportion_per_head_layer_3_head_28,6
bas,bos_attention_proportion_per_head_layer_4_head_24,6
bas,bos_attention_proportion_per_head_layer_4_head_7,6
bas,bos_attention_proportion_per_head_layer_5_head_0,6
bas,bos_attention_proportion_per_head_layer_5_head_24,6
bas,bos_attention_proportion_per_head_layer_6_head_10,6
bas,bos_attention_proportion_per_head_layer_6_head_15,6
bas,bos_attention_proportion_per_head_layer_6_head_8,6
bas,bos_attention_proportion_per_head_layer_7_head_19,6
bas,bos_attention_proportion_per_head_layer_7_head_2,6
bas,bos_attention_proportion_per_head_layer_0_head_19,3
bas,bos_attention_proportion_per_head_layer_0_head_22,3
bas,bos_attention_proportion_per_head_layer_10_head_14,3
bas,bos_attention_proportion_per_head_layer_11_head_17,3
bas,bos_attention_proportion_per_head_layer_11_head_18,3
bas,bos_attention_proportion_per_head_layer_11_head_21,3
bas,bos_attention_proportion_per_head_layer_11_head_22,3
bas,bos_attention_proportion_per_head_layer_11_head_27,3
bas,bos_attention_proportion_per_head_layer_12_head_19,3
bas,bos_attention_proportion_per_head_layer_12_head_24,3
bas,bos_attention_proportion_per_head_layer_12_head_27,3
bas,bos_attention_proportion_per_head_layer_12_head_30,3
bas,bos_attention_proportion_per_head_layer_12_head_6,3
bas,bos_attention_proportion_per_head_layer_13_head_21,3
bas,bos_attention_proportion_per_head_layer_13_head_5,3
bas,bos_attention_proportion_per_head_layer_13_head_8,3
bas,bos_attention_proportion_per_head_layer_14_head_20,3
bas,bos_attention_proportion_per_head_layer_14_head_27,3
bas,bos_attention_proportion_per_head_layer_14_head_7,3
bas,bos_attention_proportion_per_head_layer_15_head_12,3
bas,bos_attention_proportion_per_head_layer_15_head_23,3
bas,bos_attention_proportion_per_head_layer_16_head_20,3
bas,bos_attention_proportion_per_head_layer_16_head_27,3
bas,bos_attention_proportion_per_head_layer_16_head_31,3
bas,bos_attention_proportion_per_head_layer_16_head_5,3
bas,bos_attention_proportion_per_head_layer_16_head_8,3
bas,bos_attention_proportion_per_head_layer_17_head_12,3
bas,bos_attention_proportion_per_head_layer_17_head_20,3
bas,bos_attention_proportion_per_head_layer_17_head_25,3
bas,bos_attention_proportion_per_head_layer_17_head_26,3
bas,bos_attention_proportion_per_head_layer_17_head_5,3
bas,bos_attention_proportion_per_head_layer_17_head_6,3
bas,bos_attention_proportion_per_head_layer_18_head_3,3
bas,bos_attention_proportion_per_head_layer_19_head_12,3
bas,bos_attention_proportion_per_head_layer_19_head_6,3
bas,bos_attention_proportion_per_head_layer_1_head_15,3
bas,bos_attention_proportion_per_head_layer_1_head_7,3
bas,bos_attention_proportion_per_head_layer_20_head_12,3
bas,bos_attention_proportion_per_head_layer_20_head_14,3
bas,bos_attention_proportion_per_head_layer_20_head_18,3
bas,bos_attention_proportion_per_head_layer_22_head_0,3
bas,bos_attention_proportion_per_head_layer_22_head_10,3
bas,bos_attention_proportion_per_head_layer_22_head_29,3
bas,bos_attention_proportion_per_head_layer_22_head_9,3
bas,bos_attention_proportion_per_head_layer_23_head_1,3
bas,bos_attention_proportion_per_head_layer_23_head_18,3
bas,bos_attention_proportion_per_head_layer_23_head_3,3
bas,bos_attention_proportion_per_head_layer_24_head_1,3
bas,bos_attention_proportion_per_head_layer_24_head_13,3
bas,bos_attention_proportion_per_head_layer_24_head_23,3
bas,bos_attention_proportion_per_head_layer_24_head_31,3
bas,bos_attention_proportion_per_head_layer_25_head_11,3
bas,bos_attention_proportion_per_head_layer_25_head_14,3
bas,bos_attention_proportion_per_head_layer_25_head_16,3
bas,bos_attention_proportion_per_head_layer_25_head_18,3
bas,bos_attention_proportion_per_head_layer_25_head_24,3
bas,bos_attention_proportion_per_head_layer_25_head_25,3
bas,bos_attention_proportion_per_head_layer_26_head_5,3
bas,bos_attention_proportion_per_head_layer_27_head_11,3
bas,bos_attention_proportion_per_head_layer_27_head_15,3
bas,bos_attention_proportion_per_head_layer_27_head_22,3
bas,bos_attention_proportion_per_head_layer_27_head_3,3
bas,bos_attention_proportion_per_head_layer_28_head_0,3
bas,bos_attention_proportion_per_head_layer_28_head_1,3
bas,bos_attention_proportion_per_head_layer_28_head_18,3
bas,bos_attention_proportion_per_head_layer_29_head_16,3
bas,bos_attention_proportion_per_head_layer_29_head_19,3
bas,bos_attention_proportion_per_head_layer_29_head_28,3
bas,bos_attention_proportion_per_head_layer_29_head_30,3
bas,bos_attention_proportion_per_head_layer_2_head_2,3
bas,bos_attention_proportion_per_head_layer_2_head_22,3
bas,bos_attention_proportion_per_head_layer_2_head_30,3
bas,bos_attention_proportion_per_head_layer_2_head_9,3
bas,bos_attention_proportion_per_head_layer_30_head_1,3
bas,bos_attention_proportion_per_head_layer_30_head_12,3
bas,bos_attention_proportion_per_head_layer_30_head_2,3
bas,bos_attention_proportion_per_head_layer_30_head_5,3
bas,bos_attention_proportion_per_head_layer_30_head_8,3
bas,bos_attention_proportion_per_head_layer_31_head_17,3
bas,bos_attention_proportion_per_head_layer_31_head_5,3
bas,bos_attention_proportion_per_head_layer_31_head_8,3
bas,bos_attention_proportion_per_head_layer_3_head_0,3
bas,bos_attention_proportion_per_head_layer_3_head_18,3
bas,bos_attention_proportion_per_head_layer_3_head_30,3
bas,bos_attention_proportion_per_head_layer_3_head_31,3
bas,bos_attention_proportion_per_head_layer_3_head_7,3
bas,bos_attention_proportion_per_head_layer_3_head_8,3
bas,bos_attention_proportion_per_head_layer_4_head_0,3
bas,bos_attention_proportion_per_head_layer_4_head_13,3
bas,bos_attention_proportion_per_head_layer_4_head_15,3
bas,bos_attention_proportion_per_head_layer_4_head_23,3
bas,bos_attention_proportion_per_head_layer_5_head_9,3
bas,bos_attention_proportion_per_head_layer_6_head_13,3
bas,bos_attention_proportion_per_head_layer_6_head_14,3
bas,bos_attention_proportion_per_head_layer_6_head_22,3
bas,bos_attention_proportion_per_head_layer_7_head_17,3
bas,bos_attention_proportion_per_head_layer_7_head_29,3
bas,bos_attention_proportion_per_head_layer_7_head_8,3
bas,bos_attention_proportion_per_head_layer_8_head_30,3
bas,bos_attention_proportion_per_head_layer_8_head_9,3
bas,bos_attention_proportion_per_head_layer_9_head_11,3
bas,bos_attention_proportion_per_head_layer_9_head_14,3
bas,bos_attention_proportion_per_head_layer_9_head_2,3
bas,bos_attention_proportion_per_head_layer_9_head_26,3
cas,cas_alt_vs_final_layer_per_head_layer_2_head_14,558
cas,cas_alt_vs_final_layer_per_head_layer_11_head_12,540
cas,cas_alt_vs_final_layer_per_head_layer_13_head_18,522
cas,cas_alt_vs_final_layer_per_head_layer_8_head_1,516
cas,cas_alt_vs_final_layer_per_head_layer_13_head_1,504
cas,cas_alt_vs_final_layer_per_head_layer_31_head_29,498
cas,cas_alt_vs_final_layer_per_head_layer_13_head_21,492
cas,cas_alt_vs_final_layer_per_head_layer_13_head_8,486
cas,cas_alt_vs_final_layer_per_head_layer_24_head_23,486
cas,cas_alt_vs_final_layer_per_head_layer_5_head_22,486
cas,cas_alt_vs_final_layer_per_head_layer_13_head_2,468
cas,cas_alt_vs_final_layer_per_head_layer_14_head_29,468
cas,cas_alt_vs_final_layer_per_head_layer_10_head_18,462
cas,cas_alt_vs_final_layer_per_head_layer_14_head_13,462
cas,cas_alt_vs_final_layer_per_head_layer_27_head_28,462
cas,cas_alt_vs_final_layer_per_head_layer_24_head_22,444
cas,cas_alt_vs_final_layer_per_head_layer_26_head_6,444
cas,cas_alt_vs_final_layer_per_head_layer_5_head_9,444
cas,cas_alt_vs_final_layer_per_head_layer_10_head_2,432
cas,cas_alt_vs_final_layer_per_head_layer_13_head_11,432
cas,cas_alt_vs_final_layer_per_head_layer_29_head_30,432
cas,cas_alt_vs_final_layer_per_head_layer_2_head_12,426
cas,cas_alt_vs_final_layer_per_head_layer_31_head_14,426
cas,cas_alt_vs_final_layer_per_head_layer_5_head_16,426
cas,cas_alt_vs_final_layer_per_head_layer_13_head_13,420
cas,cas_alt_vs_final_layer_per_head_layer_5_head_27,420
cas,cas_alt_vs_final_layer_per_head_layer_26_head_3,414
cas,cas_alt_vs_final_layer_per_head_layer_4_head_21,414
cas,cas_alt_vs_final_layer_per_head_layer_5_head_24,414
cas,cas_alt_vs_final_layer_per_head_layer_13_head_31,408
cas,cas_alt_vs_final_layer_per_head_layer_14_head_30,408
cas,cas_alt_vs_final_layer_per_head_layer_20_head_23,408
cas,cas_alt_vs_final_layer_per_head_layer_26_head_15,408
cas,cas_alt_vs_final_layer_per_head_layer_8_head_11,408
cas,cas_alt_vs_final_layer_per_head_layer_22_head_14,402
cas,cas_alt_vs_final_layer_per_head_layer_5_head_19,402
cas,cas_alt_vs_final_layer_per_head_layer_5_head_21,402
cas,cas_alt_vs_final_layer_per_head_layer_18_head_4,396
cas,cas_alt_vs_final_layer_per_head_layer_30_head_26,396
cas,cas_alt_vs_final_layer_per_head_layer_5_head_8,396
cas,cas_alt_vs_final_layer_per_head_layer_14_head_31,390
cas,cas_alt_vs_final_layer_per_head_layer_28_head_23,390
cas,cas_alt_vs_final_layer_per_head_layer_31_head_7,390
cas,cas_alt_vs_final_layer_per_head_layer_12_head_13,384
cas,cas_alt_vs_final_layer_per_head_layer_13_head_10,384
cas,cas_alt_vs_final_layer_per_head_layer_17_head_13,384
cas,cas_alt_vs_final_layer_per_head_layer_28_head_25,384
cas,cas_alt_vs_final_layer_per_head_layer_28_head_8,384
cas,cas_alt_vs_final_layer_per_head_layer_29_head_18,384
cas,cas_alt_vs_final_layer_per_head_layer_30_head_13,384
cas,cas_alt_vs_final_layer_per_head_layer_13_head_3,372
cas,cas_alt_vs_final_layer_per_head_layer_13_head_4,372
cas,cas_alt_vs_final_layer_per_head_layer_14_head_23,372
cas,cas_alt_vs_final_layer_per_head_layer_25_head_3,372
cas,cas_alt_vs_final_layer_per_head_layer_26_head_4,372
cas,cas_alt_vs_final_layer_per_head_layer_4_head_20,372
cas,cas_alt_vs_final_layer_per_head_layer_5_head_10,372
cas,cas_alt_vs_final_layer_per_head_layer_10_head_3,366
cas,cas_alt_vs_final_layer_per_head_layer_16_head_8,366
cas,cas_alt_vs_final_layer_per_head_layer_17_head_0,366
cas,cas_alt_vs_final_layer_per_head_layer_22_head_13,366
cas,cas_alt_vs_final_layer_per_head_layer_25_head_7,366
cas,cas_alt_vs_final_layer_per_head_layer_27_head_31,366
cas,cas_alt_vs_final_layer_per_head_layer_28_head_11,366
cas,cas_alt_vs_final_layer_per_head_layer_10_head_21,360
cas,cas_alt_vs_final_layer_per_head_layer_10_head_29,360
cas,cas_alt_vs_final_layer_per_head_layer_12_head_11,360
cas,cas_alt_vs_final_layer_per_head_layer_13_head_6,360
cas,cas_alt_vs_final_layer_per_head_layer_16_head_2,360
cas,cas_alt_vs_final_layer_per_head_layer_25_head_0,360
cas,cas_alt_vs_final_layer_per_head_layer_2_head_22,360
cas,cas_alt_vs_final_layer_per_head_layer_13_head_14,354
cas,cas_alt_vs_final_layer_per_head_layer_13_head_9,354
cas,cas_alt_vs_final_layer_per_head_layer_15_head_10,354
cas,cas_alt_vs_final_layer_per_head_layer_17_head_3,354
cas,cas_alt_vs_final_layer_per_head_layer_1_head_22,354
cas,cas_alt_vs_final_layer_per_head_layer_20_head_3,354
cas,cas_alt_vs_final_layer_per_head_layer_28_head_10,354
cas,cas_alt_vs_final_layer_per_head_layer_29_head_9,354
cas,cas_alt_vs_final_layer_per_head_layer_13_head_28,348
cas,cas_alt_vs_final_layer_per_head_layer_13_head_5,348
cas,cas_alt_vs_final_layer_per_head_layer_24_head_20,348
cas,cas_alt_vs_final_layer_per_head_layer_26_head_13,348
cas,cas_alt_vs_final_layer_per_head_layer_29_head_11,348
cas,cas_alt_vs_final_layer_per_head_layer_31_head_2,348
cas,cas_alt_vs_final_layer_per_head_layer_6_head_17,348
cas,cas_alt_vs_final_layer_per_head_layer_7_head_7,348
cas,cas_alt_vs_final_layer_per_head_layer_0_head_15,342
cas,cas_alt_vs_final_layer_per_head_layer_22_head_2,342
cas,cas_alt_vs_final_layer_per_head_layer_24_head_17,342
cas,cas_alt_vs_final_layer_per_head_layer_28_head_0,342
cas,cas_alt_vs_final_layer_per_head_layer_5_head_18,342
cas,cas_alt_vs_final_layer_per_head_layer_6_head_22,342
cas,cas_alt_vs_final_layer_per_head_layer_7_head_3,342
cas,cas_alt_vs_final_layer_per_head_layer_9_head_13,342
cas,cas_alt_vs_final_layer_per_head_layer_12_head_5,336
cas,cas_alt_vs_final_layer_per_head_layer_14_head_26,336
cas,cas_alt_vs_final_layer_per_head_layer_1_head_23,336
cas,cas_alt_vs_final_layer_per_head_layer_30_head_10,336
cas,cas_alt_vs_final_layer_per_head_layer_4_head_22,336
cas,cas_alt_vs_final_layer_per_head_layer_5_head_25,336
cas,cas_alt_vs_final_layer_per_head_layer_9_head_14,336
cas,cas_alt_vs_final_layer_per_head_layer_11_head_24,330
cas,cas_alt_vs_final_layer_per_head_layer_11_head_27,330
cas,cas_alt_vs_final_layer_per_head_layer_12_head_12,330
cas,cas_alt_vs_final_layer_per_head_layer_12_head_9,330
cas,cas_alt_vs_final_layer_per_head_layer_16_head_1,330
cas,cas_alt_vs_final_layer_per_head_layer_17_head_11,330
cas,cas_alt_vs_final_layer_per_head_layer_19_head_3,330
cas,cas_alt_vs_final_layer_per_head_layer_28_head_7,330
cas,cas_alt_vs_final_layer_per_head_layer_29_head_29,330
cas,cas_alt_vs_final_layer_per_head_layer_13_head_0,324
cas,cas_alt_vs_final_layer_per_head_layer_13_head_29,324
cas,cas_alt_vs_final_layer_per_head_layer_1_head_15,324
cas,cas_alt_vs_final_layer_per_head_layer_22_head_15,324
cas,cas_alt_vs_final_layer_per_head_layer_22_head_31,324
cas,cas_alt_vs_final_layer_per_head_layer_30_head_0,324
cas,cas_alt_vs_final_layer_per_head_layer_30_head_27,324
cas,cas_alt_vs_final_layer_per_head_layer_7_head_4,324
cas,cas_alt_vs_final_layer_per_head_layer_11_head_23,318
cas,cas_alt_vs_final_layer_per_head_layer_17_head_31,318
cas,cas_alt_vs_final_layer_per_head_layer_18_head_12,318
cas,cas_alt_vs_final_layer_per_head_layer_21_head_24,318
cas,cas_alt_vs_final_layer_per_head_layer_23_head_5,318
cas,cas_alt_vs_final_layer_per_head_layer_27_head_5,318
cas,cas_alt_vs_final_layer_per_head_layer_2_head_23,318
cas,cas_alt_vs_final_layer_per_head_layer_2_head_4,318
cas,cas_alt_vs_final_layer_per_head_layer_31_head_21,318
cas,cas_alt_vs_final_layer_per_head_layer_31_head_26,318
cas,cas_alt_vs_final_layer_per_head_layer_5_head_23,318
cas,cas_alt_vs_final_layer_per_head_layer_5_head_7,318
cas,cas_alt_vs_final_layer_per_head_layer_12_head_20,312
cas,cas_alt_vs_final_layer_per_head_layer_12_head_7,312
cas,cas_alt_vs_final_layer_per_head_layer_15_head_17,312
cas,cas_alt_vs_final_layer_per_head_layer_23_head_23,312
cas,cas_alt_vs_final_layer_per_head_layer_24_head_1,312
cas,cas_alt_vs_final_layer_per_head_layer_26_head_12,312
cas,cas_alt_vs_final_layer_per_head_layer_2_head_13,312
cas,cas_alt_vs_final_layer_per_head_layer_2_head_25,312
cas,cas_alt_vs_final_layer_per_head_layer_30_head_1,312
cas,cas_alt_vs_final_layer_per_head_layer_10_head_17,306
cas,cas_alt_vs_final_layer_per_head_layer_19_head_25,306
cas,cas_alt_vs_final_layer_per_head_layer_25_head_12,306
cas,cas_alt_vs_final_layer_per_head_layer_30_head_2,306
cas,cas_alt_vs_final_layer_per_head_layer_13_head_30,300
cas,cas_alt_vs_final_layer_per_head_layer_23_head_6,300
cas,cas_alt_vs_final_layer_per_head_layer_25_head_2,300
cas,cas_alt_vs_final_layer_per_head_layer_27_head_24,300
cas,cas_alt_vs_final_layer_per_head_layer_31_head_30,300
cas,cas_alt_vs_final_layer_per_head_layer_7_head_17,300
cas,cas_alt_vs_final_layer_per_head_layer_7_head_6,300
cas,cas_alt_vs_final_layer_per_head_layer_9_head_16,300
cas,cas_alt_vs_final_layer_per_head_layer_13_head_20,294
cas,cas_alt_vs_final_layer_per_head_layer_14_head_0,294
cas,cas_alt_vs_final_layer_per_head_layer_14_head_28,294
cas,cas_alt_vs_final_layer_per_head_layer_15_head_24,294
cas,cas_alt_vs_final_layer_per_head_layer_17_head_9,294
cas,cas_alt_vs_final_layer_per_head_layer_18_head_18,294
cas,cas_alt_vs_final_layer_per_head_layer_19_head_13,294
cas,cas_alt_vs_final_layer_per_head_layer_27_head_22,294
cas,cas_alt_vs_final_layer_per_head_layer_28_head_28,294
cas,cas_alt_vs_final_layer_per_head_layer_5_head_11,294
cas,cas_alt_vs_final_layer_per_head_layer_6_head_29,294
cas,cas_alt_vs_final_layer_per_head_layer_9_head_22,294
cas,cas_alt_vs_final_layer_per_head_layer_10_head_24,288
cas,cas_alt_vs_final_layer_per_head_layer_14_head_12,288
cas,cas_alt_vs_final_layer_per_head_layer_17_head_21,288
cas,cas_alt_vs_final_layer_per_head_layer_19_head_14,288
cas,cas_alt_vs_final_layer_per_head_layer_1_head_12,288
cas,cas_alt_vs_final_layer_per_head_layer_25_head_11,288
cas,cas_alt_vs_final_layer_per_head_layer_2_head_5,288
cas,cas_alt_vs_final_layer_per_head_layer_8_head_18,288
cas,cas_alt_vs_final_layer_per_head_layer_14_head_18,282
cas,cas_alt_vs_final_layer_per_head_layer_16_head_9,282
cas,cas_alt_vs_final_layer_per_head_layer_19_head_17,282
cas,cas_alt_vs_final_layer_per_head_layer_20_head_1,282
cas,cas_alt_vs_final_layer_per_head_layer_21_head_2,282
cas,cas_alt_vs_final_layer_per_head_layer_22_head_24,282
cas,cas_alt_vs_final_layer_per_head_layer_24_head_19,282
cas,cas_alt_vs_final_layer_per_head_layer_24_head_24,282
